product_title,product_url,date,rating,nickname,option,review_text
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,2025.09.20,,,,대용량 저렴하게 삿어요 에코백도 굳굳
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"23시 전 주문 시 수도권/충청 내일 아침 7시 전 도착
(그 외 지역 아침 8시 전 도착)"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,택배배송은 에코 포장이 스티로폼으로 대체됩니다.
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"후기 ( 3,365 )"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,내용물의 용량 또는 중량
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"제품 주요 사양 (피부타입, 색상(호, 번) 등)"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,사용기한 또는 개봉 후 사용기간(개봉 후 사용기간을 기재할 경우에는 제조연월일을 병행표기)
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,제조일로부터 35 개월 / 사용기한 36 개월 이상 남은 상품으로 발송됩니다.
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"모로칸오일트리트먼트 : 건강하고 부드럽고 눈부시게 빛나는 모발을 위해 젖은 상태의 머리카락에 소량을 바른 후, 원하는 스타일로 드라이 또는 스타일링 하십시오."
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"화장품제조업자, 화장품책임판매업자 및 맞춤형화장품판매업자"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,제조판매업자 : ㈜씨앰케이
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,｢화장품법｣에 따라 기재ㆍ표시하여야 하는 모든 성분
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"모로칸오일 트리트먼트:사이클로메치콘, 디메치콘, 아르간트리커넬오일, 향료, 아마인추출물, 적색225호, 황색204호"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우 “화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함”의 문구"
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,사용할 때의 주의사항
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담 하십시오 1) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 2) 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위와 같이 이상이 있는 부위에는 사용을 하지 마십시오 3. 눈에 들어갔을 때에는 즉시 씻어내십시오 4. 사용시 알갱이가 눈에 들어가지 않도록 하십시오 5. 헹굴 때 눈을 감고, 눈에 들어가지 않도록 하십시오 6. 알갱이가 눈에 들어갔을 때에는 비비지 말고 물로 씻어내고, 그대로 남아있는 경우에는 전문의를 찾아 상담하십시오 7. 보관 및 취급 시의 주의사항 1) 사용 후에는 반드시 마개를 닫아 두십시오 2) 유아?소아의 손이 닿지 않는 곳에 보관 하십시오 3) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 마십시오."
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,관련 법 및 소비자 분쟁해결 규정에 따름
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,소비자 상담 관련 전화번호
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,컬리 고객행복센터 (1644-1107),,컬리 고객행복센터 (1644-1107)
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,전화 문의 1644-1107 월~토요일 오전 7시 - 오후 6시
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,카카오톡 문의 월~토요일 오전 7시 - 오후 6시 일/공휴일 오전 7시 - 오후 1시 카카오톡에서 ' 컬리 ' 를 검색 후 대화창에 문의 및 불편사항을 남겨주세요.
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,고객센터 운영 시간에 순차적으로,,홈페이지 문의 365일 로그인 > 마이컬리 > 1:1 문의 고객센터 운영 시간에 순차적으로 답변해드리겠습니다.
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,상품에 대한 문의를 남기는 공간입니다. 해당 게시판의 성격과 다른 글은 사전동의 없이 담당 게시판으로 이동될 수 있습니다.
[모로칸오일] 헤어 트리트먼트 100ml + 에코백 컬리 단독 증정 행사 (펌핑기 포함),https://www.kurly.com/goods/1000078028,,,,,"배송관련, 주문(취소/교환/환불)관련 문의 및 요청사항은 마이컬리 내 1:1 문의 에 남겨주세요."
